ID,Name,Sex,Age,Height,Weight,Team,NOC,Year,City,Sport,Medal
108343,Miguel ngel Seijas Cuestas,M,26.0,,,Uruguay,URU,1956,Melbourne,Rowing,Gold
78733,Franco Menichelli,M,27.0,163.0,60.0,Italy,ITA,1968,Mexico City,Gymnastics,Silver
15824,Francesco Bruno,M,26.0,170.0,65.0,Italy,ITA,2004,Athina,Shooting,Gold
87391,Pasi Johan Olavi Nurminen,M,26.0,179.0,79.0,Finland,FIN,2002,Salt Lake City,Ice Hockey,Silver
41649,Sebastin Ignacio Gonzlez Valds,M,21.0,173.0,67.0,Chile,CHI,2000,Sydney,Football,Silver
32472,Sven Arvid Emanuelsson,M,22.0,,,Sweden,SWE,1936,Berlin,Football,Bronze
114438,Agnieszka Staro-Nagay,F,27.0,169.0,61.0,Poland,POL,2008,Beijing,Shooting,Gold
84026,Nedo Nadi,M,25.0,188.0,,Italy,ITA,1920,Antwerpen,Fencing,Silver
85112,Saina Nehwal,F,18.0,167.0,65.0,India,IND,2008,Beijing,Badminton,Gold
108709,Seo Seong-Jun,M,25.0,,,South Korea,KOR,1996,,Fencing,Bronze
98656,Luis Ramrez de Armas,M,20.0,154.0,54.0,Cuba,CUB,1968,Mexico City,Gymnastics,Gold
43063,Barbara Grocholska (-Kurkowiak),F,24.0,169.0,54.0,Poland,POL,1952,Oslo,Alpine Skiing,Gold
77337,Karen Lynn McCloskey (-Keehn),F,25.0,175.0,68.0,United States,USA,1976,Montreal,Rowing,Gold
90145,Eliza Shirley Outtrim,F,28.0,163.0,58.0,United States,USA,2014,Sochi,Freestyle Skiing,Silver
75351,Ismaray Marrero Arias,F,21.0,177.0,58.0,Cuba,CUB,2004,Athina,Rowing,Silver
102980,Sebastien Daniel Rousseau,M,25.0,190.0,86.0,South Africa,RSA,2016,Rio de Janeiro,Swimming,Gold
99611,Dalibor ehk,M,24.0,181.0,90.0,Czechoslovakia,TCH,1980,Moskva,Weightlifting,Bronze
45086,"Donald George ""Don"" Halliday",M,25.0,174.0,65.0,Great Britain,GBR,1972,Munich,Athletics,Silver
88969,Johan Arne Olsson,M,33.0,181.0,70.0,Sweden,SWE,2014,Sochi,Cross Country Skiing,Gold
60891,Yuko Kitai,F,35.0,162.0,50.0,Japan,JPN,2008,Beijing,Equestrianism,Bronze
63634,Szymon Piotr Koecki,M,18.0,181.0,94.0,Poland,POL,2000,Sydney,Weightlifting,Bronze
128142,Tristan Walker,M,22.0,185.0,88.0,Canada,CAN,2014,Sochi,Luge,Silver
42065,"Shane Elizabeth Gould (-Innis, -Nelms)",F,15.0,171.0,59.0,Australia,AUS,1972,,Swimming,Gold
9568,Nuria Belchi Ibez,F,15.0,151.0,41.0,Spain,ESP,1988,Seoul,Gymnastics,Bronze
45954,Abbes Harchi,M,24.0,170.0,72.0,Morocco,MAR,1960,Roma,Fencing,Gold
114067,"Martin ""Tine"" rot",M,30.0,161.0,61.0,Yugoslavia,YUG,1968,Mexico City,Gymnastics,Gold
87829,Lyuben Obretenov,M,18.0,,,Bulgaria,BUL,1936,,Gymnastics,Gold
79514,Juha Iisakki Mieto,M,22.0,197.0,100.0,Finland,FIN,1972,Sapporo,Cross Country Skiing,Silver
25350,Rzsa Darzs,F,26.0,180.0,65.0,Hungary,HUN,2014,Sochi,Short Track Speed Skating,Bronze
63384,Gyula Kovcs,M,39.0,,,Hungary,HUN,1956,Melbourne,Wrestling,Bronze
66948,"Peter Waller ""Pete"" Lash, Jr.",M,29.0,193.0,93.0,United States,USA,1988,Seoul,Handball,Silver
18533,Mariano Natalio Carrera,M,20.0,182.0,75.0,Argentina,ARG,2000,Sydney,Boxing,Silver
34609,Feng Feng,M,21.0,193.0,89.0,China,CHN,1992,Barcelona,Rowing,Silver
75086,Serghei Mariniuc,M,27.0,173.0,65.0,Moldova,MDA,1996,Atlanta,Swimming,Gold
15881,Laverne Bryan,F,19.0,171.0,50.0,Antigua and Barbuda,ANT,1984,Los Angeles,Athletics,Silver
41213,Andrey Golovko,M,22.0,170.0,66.0,Kazakhstan,KAZ,2002,Salt Lake City,Cross Country Skiing,Bronze
63152,Aleksey Veniaminovich Kostygov,M,31.0,190.0,100.0,Russia,RUS,2004,Athina,Handball,Bronze
117222,Denys Olehovych Sylantiev,M,27.0,185.0,78.0,Ukraine,UKR,2004,Athina,Swimming,Bronze
99035,Steen Rasmussen,M,23.0,,,Denmark,DEN,1912,Stockholm,Athletics,Gold
87085,Sharif Nour,M,20.0,186.0,80.0,Egypt,EGY,1984,Los Angeles,Swimming,Gold
3179,Jos Manuel lvarez,M,,170.0,,Mexico,MEX,1932,Los Angeles,Athletics,Bronze
56975,Carl Kaltenbach,M,23.0,184.0,77.0,Germany,GER,1906,Athina,Tug-Of-War,Bronze
78107,Nijol Medvedeva (-Bluskit),F,31.0,175.0,61.0,Lithuania,LTU,1992,Barcelona,Athletics,Silver
1544,Marion Aizpors,F,27.0,180.0,67.0,West Germany,FRG,1988,Seoul,Swimming,Silver
19599,Angela Frances Chalmers (-Espinoza),F,25.0,170.0,56.0,Canada,CAN,1988,Seoul,Athletics,Bronze
123743,Quinto Vadi,M,26.0,,,Italy,ITA,1948,London,Gymnastics,Bronze
56260,Rolf Johan Julin,M,30.0,,,Sweden,SWE,1948,London,Water Polo,Bronze
129663,"Andreas ""Andi"" Wenzel",M,17.0,175.0,70.0,Liechtenstein,LIE,1976,Innsbruck,Alpine Skiing,Gold
40006,Agostino Ghesini,M,25.0,190.0,96.0,Italy,ITA,1984,Los Angeles,Athletics,Gold
85459,"Hans-Joachim ""Jochen"" Neuling",M,22.0,189.0,83.0,Germany,GER,1960,Roma,Rowing,Silver
116120,Ricky Achmad Subagja,M,25.0,172.0,62.0,Indonesia,INA,1996,Atlanta,Badminton,Bronze
87,Rost'om Omeris dze Abashidze,M,29.0,188.0,97.0,Soviet Union,URS,1964,Tokyo,Wrestling,Gold
70457,Piotr Lisek,M,23.0,194.0,92.0,Poland,POL,2016,Rio de Janeiro,Athletics,Silver
110675,Branislav Simi,M,21.0,180.0,88.0,Yugoslavia,YUG,1956,Melbourne,Wrestling,Gold
53214,Mette Jacobsen,F,27.0,172.0,61.0,Denmark,DEN,2000,Sydney,Swimming,Bronze
98387,Baya Rahouli,F,29.0,179.0,64.0,Algeria,ALG,2008,Beijing,Athletics,Bronze
70961,"Rudolf ""Rudi"" Lochner",M,40.0,184.0,88.0,Germany-1,GER,1994,Lillehammer,Bobsleigh,Silver
100392,Gilvan Bitencourt Ribeiro,M,27.0,180.0,83.0,Brazil,BRA,2016,Rio de Janeiro,Canoeing,Bronze
26738,Gaetano De Vescovi,M,26.0,173.0,73.0,Italy,ITA,1964,Tokyo,Wrestling,Gold
70301,"Edward Theodore ""Ed"" Ling",M,33.0,180.0,80.0,Great Britain,GBR,2016,Rio de Janeiro,Shooting,Bronze
129086,"Ernest James ""Ernie"" Webb",M,34.0,174.0,68.0,Great Britain,GBR,1908,London,Athletics,Bronze
110096,Lyubov Andreyevna Shutova,F,33.0,177.0,64.0,Russia,RUS,2016,Rio de Janeiro,Fencing,Bronze
91237,Apostolos Papandreou,M,28.0,184.0,90.0,Greece,GRE,2004,Athina,Canoeing,Silver
120224,"Daniel Amedeo ""Danny"" Tiatto",M,23.0,170.0,72.0,Australia,AUS,1996,Atlanta,Football,Silver
30036,"Ionel Alexandru ""Ion"" Drmb",M,22.0,172.0,59.0,Romania,ROU,1964,Tokyo,Fencing,Bronze
72012,Dino Lucchetta,M,20.0,162.0,50.0,Italy,ITA,1988,Seoul,Rowing,Silver
85646,Ng Shu Wai,M,19.0,165.0,65.0,Malaysia,MAS,2004,Athina,Gymnastics,Silver
75805,Mara Jos Martnez Snchez,F,29.0,176.0,68.0,Spain,ESP,2012,London,Tennis,Gold
99301,Mathieu Razanakolona,M,19.0,165.0,66.0,Madagascar,MAD,2006,Torino,Alpine Skiing,Silver
26530,Daynara Lopes Ferreira de Paula,F,19.0,163.0,55.0,Brazil,BRA,2008,Beijing,Swimming,Bronze
123856,Urmas Vlbe,M,25.0,178.0,73.0,Estonia,EST,1992,Albertville,Cross Country Skiing,Silver
108451,Edgar Isaac Seligman,M,41.0,174.0,80.0,Great Britain,GBR,1908,London,Fencing,Silver
58256,Kimio Kazahari,M,27.0,,,Japan,JPN,1964,Innsbruck,Ice Hockey,Bronze
13202,Bruno Boni,M,33.0,,,Italy,ITA,1948,London,Rowing,Silver
61338,Josef Kloimstein,M,30.0,180.0,80.0,Austria,AUT,1960,Roma,Rowing,Gold
53236,Erik Stefan Jacobsson,M,28.0,171.0,85.0,Sweden,SWE,1976,Montreal,Weightlifting,Silver
125329,Aleksandr Viktorovich Varlamov,M,29.0,169.0,67.0,Belarus,BLR,2008,Beijing,Diving,Gold
37928,Philippe Gaille,M,20.0,168.0,60.0,Switzerland,SUI,1972,,Gymnastics,Bronze
124089,Andrew Orlando Valmon,M,27.0,185.0,78.0,United States,USA,1992,Barcelona,Athletics,Gold
79658,Elina Dmitriyevna Mikhina,F,22.0,170.0,55.0,Kazakhstan,KAZ,2016,Rio de Janeiro,Athletics,Bronze
87828,Peter Obresa,M,27.0,178.0,75.0,West Germany,FRG,1988,Calgary,Ice Hockey,Silver
114448,Anastasiya Nikolayevna Starovoytova-Ivanova,F,29.0,162.0,50.0,Belarus,BLR,2012,London,Athletics,Silver
70032,Angelita Lind Saliberas (-Olivera),F,25.0,165.0,51.0,Puerto Rico,PUR,1984,Los Angeles,Athletics,Silver
13250,Cline Bonnet (-Marchand),F,16.0,170.0,55.0,France,FRA,1992,Barcelona,Swimming,Silver
50900,Marcel Huguenin,M,29.0,,,Switzerland,SUI,1960,Squaw Valley,Cross Country Skiing,Bronze
114430,Ute Starke (-Kahlenberg),F,25.0,171.0,49.0,Germany,GER,1964,Tokyo,Gymnastics,Gold
91244,Ioannis Papapanagiotou,M,,,,Greece,GRE,1906,Athina,Shooting,Bronze
36380,Jo-Annie Fortin,F,21.0,174.0,56.0,Canada,CAN,2012,London,Synchronized Swimming,Gold
36862,Simon Fraser,M,27.0,,,Sydney Rowing Club,ANZ,1912,Stockholm,Rowing,Bronze
9776,Vladimir Pavlovich Belousov,M,21.0,173.0,78.0,Soviet Union,URS,1968,Grenoble,Ski Jumping,Silver
52360,Toshio Irie,M,20.0,,,Japan,JPN,1932,Los Angeles,Swimming,Bronze
7571,Jean-Marie Banos,M,22.0,182.0,83.0,Canada,CAN,1984,Los Angeles,Fencing,Gold
134216,Marianne Zechmeister,F,19.0,,,West Germany,FRG,1980,Lake Placid,Alpine Skiing,Bronze
115870,Kerri Allyson Strug (-Fischer),F,14.0,142.0,37.0,United States,USA,1992,Barcelona,Gymnastics,Bronze
118367,Vasiliu Tanas,M,27.0,172.0,68.0,Unified Team,EUN,1992,Barcelona,Equestrianism,Silver
56985,Yelena Kalugina,F,29.0,168.0,57.0,Belarus,BLR,2002,,Cross Country Skiing,Silver
96224,Vitaliy Popovych,M,25.0,172.0,66.0,Soviet Union,URS,1988,Seoul,Athletics,Bronze
61041,Iraklis Klangas,M,25.0,,,Greece,GRE,1952,Helsinki,Rowing,Bronze
78278,Maren Meinert,F,27.0,173.0,69.0,Germany,GER,2000,Sydney,Football,Gold
93456,Emmanouil Peristerakis,M,,,,Greece,GRE,1920,Antwerpen,Shooting,Silver
21300,Max Christiansen,M,19.0,187.0,84.0,Germany,GER,2016,Rio de Janeiro,Football,Bronze
106872,Gerhard Schiller,M,23.0,179.0,65.0,West Germany,FRG,1972,Munich,Swimming,Bronze
25021,Christian Dalmau Santana,M,28.0,192.0,90.0,Puerto Rico,PUR,2004,Athina,Basketball,Bronze
100809,Lon Hippolyte Rigon,M,,,,France,FRA,1924,Paris,Equestrianism,Bronze
118387,Franco Tancredi,M,29.0,,,Italy,ITA,1984,,Football,Bronze
35877,Nilo Alfredo Floody Buxton,M,27.0,,,Chile,CHI,1948,London,Modern Pentathlon,Gold
39673,Aleksandrs Gerasimjonoks,M,30.0,178.0,75.0,Soviet Union,URS,1964,Tokyo,Shooting,Gold
45776,Marcel Hansen,M,,,,Belgium,BEL,1920,Antwerpen,Gymnastics,Silver
65250,"Kathryn Hallowell ""Kathy"" Kusner",F,32.0,152.0,45.0,United States,USA,1972,Munich,Equestrianism,Gold
28828,"Michael ""Mike"" Dixon",M,25.0,168.0,64.0,Great Britain,GBR,1988,Calgary,Biathlon,Bronze
8695,Dennis Bauer,M,19.0,190.0,85.0,Germany,GER,2000,Sydney,Fencing,Gold
30538,Mirela Dulgheru (-Renda),F,25.0,175.0,64.0,Romania,ROU,1992,Barcelona,Athletics,Bronze
18647,Keith Eyre Carter,M,23.0,,,United States,USA,1948,London,Swimming,Bronze
32898,Mats Gunnar Ericson,M,27.0,181.0,80.0,Sweden,SWE,1992,Albertville,Alpine Skiing,Gold
44935,Murray Gordon Halberg,M,31.0,178.0,62.0,New Zealand,NZL,1964,Tokyo,Athletics,Silver
9114,Jnis Bebris,M,18.0,,,Latvia,LAT,1936,Garmisch-Partenkirchen,Ice Hockey,Bronze
50512,Roman Hrynevych,M,24.0,,,Ukraine,UKR,1996,Atlanta,Rowing,Silver
105839,Lszl Srosi,M,22.0,183.0,83.0,Hungary,HUN,1968,Mexico City,Water Polo,Silver
120859,"Valeriu ""Valer"" Toma",M,22.0,187.0,88.0,Romania,ROU,1980,Moskva,Rowing,Gold
23850,"Christine ""Chris"" Critelli",F,19.0,179.0,61.0,Canada,CAN,1976,Montreal,Basketball,Gold
123386,Helen Lesley Upperton,F,26.0,175.0,73.0,Canada-1,CAN,2006,Torino,Bobsleigh,Bronze
26460,Claudio De Miro,M,19.0,,,Italy,ITA,1976,Montreal,Diving,Bronze
98286,Karl Rafreider,M,38.0,,,Austria,AUT,1956,Cortina d'Ampezzo,Cross Country Skiing,Bronze
40061,"Zhorzhe ""Gia"" T'ersheiro",M,32.0,192.0,82.0,Georgia,GEO,2008,Beijing,Beach Volleyball,Silver
106585,Hendryk Schamberger,M,25.0,170.0,72.0,Germany,GER,1994,Lillehammer,Figure Skating,Silver
102840,"Gabriele ""Gabi"" Roth (Lippe-)",F,25.0,168.0,58.0,Germany,GER,1992,Barcelona,Athletics,Gold
39393,Mickal Gelabale,M,33.0,201.0,98.0,France,FRA,2016,Rio de Janeiro,Basketball,Silver
62382,Yuliya Andreyevna Kondakova,F,30.0,170.0,64.0,Russia,RUS,2012,,Athletics,Silver
88986,Erik Staffan Olsson,M,36.0,199.0,99.0,Sweden,SWE,2000,Sydney,Handball,Gold
87565,Stefan Ernst Nystrand,M,18.0,193.0,85.0,Sweden,SWE,2000,,Swimming,Gold
111742,Marina Skordi,F,26.0,166.0,54.0,Greece,GRE,1988,Seoul,Athletics,Bronze
115582,Ivan Stoychev,M,27.0,,,Bulgaria,BUL,1936,Berlin,Gymnastics,Gold
31727,Liv Kjersti Eikeland,F,30.0,173.0,66.0,Norway,NOR,2010,Vancouver,Biathlon,Gold
131403,Won Ok-Im,F,21.0,162.0,66.0,North Korea,PRK,2008,Beijing,Judo,Silver
46024,Caroline Anne Hare (McKenzie-),F,32.0,161.0,55.0,New Zealand,NZL,1996,Atlanta,Athletics,Bronze
67713,Leclerq,M,,,,Tritons Lillois-2,FRA,1900,Paris,Water Polo,Gold
65870,Georg Vilhelm Lagerstedt,M,43.0,,,Sweden,SWE,1936,Berlin,Art Competitions,Silver
117517,Pter Szikla,M,24.0,,,Hungary,HUN,1948,Sankt Moritz,Alpine Skiing,Gold
90068,Kamel Ouchia,M,31.0,176.0,73.0,Algeria,ALG,1988,Seoul,Handball,Bronze
99877,Guntis Ris,M,23.0,176.0,84.0,Latvia,LAT,1998,Nagano,Luge,Gold
68763,ngel Len Gozalo,M,44.0,173.0,72.0,Spain,ESP,1952,Helsinki,Shooting,Bronze
20995,Choi Eun-Gyeong,F,17.0,165.0,62.0,South Korea,KOR,2002,Salt Lake City,Short Track Speed Skating,Bronze
99709,"Richard Dickson ""Ric"" Reid",M,26.0,178.0,73.0,New Zealand,NZL,1996,Atlanta,Cycling,Silver
66635,Stphane Laporte,M,22.0,192.0,90.0,France,FRA,1988,Seoul,Athletics,Gold
61237,Michael George Klim,M,18.0,191.0,81.0,Australia,AUS,1996,Atlanta,Swimming,Gold
49097,Paola Hofer,F,22.0,,,Italy,ITA,1976,Innsbruck,Alpine Skiing,Gold
7816,Romain Bardet,M,25.0,184.0,64.0,France,FRA,2016,Rio de Janeiro,Cycling,Bronze
45165,Fumie Hama,F,20.0,157.0,62.0,Japan,JPN,1960,Squaw Valley,Speed Skating,Gold
102600,Risto Paavo Ilmari Rosendahl,M,22.0,187.0,85.0,Finland,FIN,2002,Salt Lake City,Speed Skating,Bronze
30285,J. Dubois,M,,,,Gitana-21,FRA,1900,Paris,Sailing,Silver
57565,Kari Elida Kring,F,19.0,166.0,60.0,Norway,NOR,1968,Grenoble,Speed Skating,Bronze
85894,Ashley Nicoll-Holzer (-Munro-),F,40.0,152.0,60.0,Canada,CAN,2004,Athina,Equestrianism,Bronze
81300,Tally Diyevich Monastyryov,M,24.0,172.0,72.0,Soviet Union,URS,1964,Innsbruck,Alpine Skiing,Bronze
124169,Jorge van Balen,M,18.0,,,Venezuela,VEN,1972,Munich,Swimming,Silver
96399,Alise Rose Post,F,21.0,158.0,58.0,United States,USA,2012,London,Cycling,Bronze
95381,Didier Plaschy,M,24.0,184.0,81.0,Switzerland,SUI,1998,Nagano,Alpine Skiing,Gold
7224,Sean Michael Baldock,M,23.0,173.0,73.0,Great Britain,GBR,2000,Sydney,Athletics,Gold
31965,Fatima El-Faquir,F,,160.0,50.0,Morocco,MAR,1972,Munich,Athletics,Bronze
51615,Yosuke Ideguchi,M,19.0,171.0,71.0,Japan,JPN,2016,Rio de Janeiro,Football,Silver
13280,Georgia Bonora,F,18.0,160.0,49.0,Australia,AUS,2008,Beijing,Gymnastics,Bronze
63572,Yelizaveta Aleksandrovna Kozhevnikova,F,18.0,166.0,59.0,Unified Team,EUN,1992,Albertville,Freestyle Skiing,Bronze
62962,Robert Tomasz Kocielniakowski,M,28.0,180.0,90.0,Poland,POL,1992,Barcelona,Fencing,Silver
74475,Peter Manko,M,26.0,192.0,87.0,Slovenia,SLO,2004,Athina,Swimming,Bronze
14737,Lisen Nina Magdalena Bratt (-Fredricson),F,36.0,172.0,65.0,Sweden,SWE,2012,London,Equestrianism,Bronze
95617,Helmut Podolan,M,16.0,185.0,81.0,Austria,AUT,1972,Munich,Swimming,Silver
85108,Vladislav Nehasil,M,29.0,166.0,66.0,Czechoslovakia,TCH,1976,Montreal,Gymnastics,Gold
2779,Jasmine Alkhaldi,F,19.0,180.0,60.0,Philippines,PHI,2012,London,Swimming,Gold
8500,Bruno Bassoul,M,15.0,178.0,70.0,Lebanon,LIB,1972,Munich,Swimming,Gold
115022,Volodymyr Ivanovych Sterlik,M,27.0,193.0,97.0,Soviet Union,URS,1968,Mexico City,Rowing,Bronze
28206,Asmat Diasamidze,F,27.0,175.0,69.0,Georgia,GEO,2000,Sydney,Archery,Bronze
61765,Jonathan Koch,M,22.0,183.0,73.0,Germany,GER,2008,Beijing,Rowing,Gold
111976,Laird de Lacey Sloan,M,21.0,,,Canada,CAN,1956,Melbourne,Athletics,Bronze
13801,Silvia Bosurgi,F,25.0,164.0,59.0,Italy,ITA,2004,Athina,Water Polo,Silver
37644,Zita-Eva Funkenhauser,F,22.0,180.0,63.0,West Germany,FRG,1988,Seoul,Fencing,Silver
90975,Kristina Dimitrova Panayotova,F,16.0,160.0,44.0,Bulgaria,BUL,1992,Barcelona,Gymnastics,Bronze
89593,Luis Ortz Flores,M,18.0,175.0,60.0,Puerto Rico,PUR,1984,Los Angeles,Boxing,Bronze
61095,Karel Kleka,M,28.0,174.0,73.0,Czechoslovakia,TCH,1964,Tokyo,Gymnastics,Bronze
90922,Abdon Pamich,M,23.0,184.0,72.0,Italy,ITA,1956,,Athletics,Silver
112111,Raisa Petrovna Smetanina,F,27.0,162.0,53.0,Soviet Union,URS,1980,Lake Placid,Cross Country Skiing,Bronze
75002,Teodor Marian,M,,,,Romania,ROU,1924,Paris,Rugby,Bronze
118058,Kazuo Takikawa,M,26.0,162.0,60.0,Japan,JPN,1988,Seoul,Cycling,Silver
23242,Jessica Charmoore Cosby (-Toruga),F,30.0,173.0,79.0,United States,USA,2012,,Athletics,Silver
90547,Danielle Nicole Page,F,29.0,188.0,77.0,Serbia,SRB,2016,Rio de Janeiro,Basketball,Bronze
340,Laye Abdullayeva,F,21.0,170.0,47.0,Azerbaijan,AZE,2012,London,Athletics,Gold
97641,Senja Anneli Pusula (-Nuolikivi),F,26.0,162.0,52.0,Finland,FIN,1968,Grenoble,Cross Country Skiing,Gold
91264,Sarah Pape,F,32.0,160.0,50.0,Canada,CAN,2004,Athina,Rowing,Bronze
73352,Gheorghe Maftei,M,28.0,173.0,73.0,Romania,ROU,1968,Grenoble,Bobsleigh,Silver
113846,Garibaldi Spighi,M,28.0,,,Italy,ITA,1920,Antwerpen,Equestrianism,Bronze
3608,An Yeong-Su,M,20.0,174.0,70.0,South Korea,KOR,1984,Los Angeles,Boxing,Bronze
92304,Josef Pavlk,M,,,,Czechoslovakia,TCH,1924,Paris,Shooting,Gold
113385,Leo Sotornk,M,26.0,,,Czechoslovakia,TCH,1952,,Gymnastics,Bronze
41258,Joo Luiz Gomes Jnior,M,30.0,190.0,89.0,Brazil,BRA,2016,Rio de Janeiro,Swimming,Silver
36333,Carl Otto Forssell,M,34.0,,,Sweden,SWE,1952,Helsinki,Fencing,Bronze
63092,Ivica Kosteli,M,30.0,182.0,88.0,Croatia,CRO,2010,Vancouver,Alpine Skiing,Gold
83943,Jason Myslicki,M,28.0,178.0,71.0,Canada,CAN,2006,Torino,Nordic Combined,Bronze
5014,Luis Teodoro Argel Mancilla,M,28.0,,,Argentina,ARG,1988,Calgary,Biathlon,Silver
82090,David Victor Moriaud,M,23.0,,,Switzerland,SUI,1924,Paris,Athletics,Gold
9420,Jan Behrendt,M,30.0,169.0,70.0,Germany-1,GER,1998,Nagano,Luge,Gold
87718,Maksim Vladimirovich Oberemko,M,38.0,186.0,73.0,Russia,RUS,2016,Rio de Janeiro,Sailing,Bronze
35921,Mario Ivn Flores Hernndez,M,25.0,170.0,60.0,Mexico,MEX,2004,Athina,Athletics,Silver
42940,Konrad Grilc,M,38.0,,,Yugoslavia,YUG,1948,London,Gymnastics,Gold
265,Moustafa Ahmed Ismail Abdou Ali Arfah,M,31.0,,,Egypt,EGY,1984,Los Angeles,Football,Gold
130084,"Emelyn Thatcher Whiton (Leonard-, -Righter)",F,36.0,,,Llanoria,USA,1952,Helsinki,Sailing,Silver
89869,Per-Olof strand,M,18.0,,,Sweden,SWE,1948,,Swimming,Gold
4227,Gennady Ivanovich Androsov,M,17.0,169.0,61.0,Soviet Union,URS,1956,Melbourne,Swimming,Silver
75249,Antonio Marmorino,M,23.0,176.0,81.0,Italy,ITA,1996,,Canoeing,Silver
125311,Pl Vargha,M,,,,Hungary,HUN,1906,Athina,Athletics,Bronze
33093,Susumu Esashika,M,34.0,168.0,71.0,Japan-1,JPN,1972,Sapporo,Bobsleigh,Silver
134277,Svitlana Zelepukina,F,15.0,147.0,40.0,Ukraine,UKR,1996,,Gymnastics,Gold
134907,Qamar Zia,M,22.0,168.0,61.0,Pakistan,PAK,1976,Montreal,Hockey,Gold
37647,Draen Funtak,M,21.0,179.0,84.0,Croatia,CRO,1996,,Canoeing,Gold
78098,Josef Medick,M,28.0,,,Czechoslovakia,TCH,1936,Berlin,Water Polo,Silver
3330,Amauri Ribeiro,M,33.0,198.0,87.0,Brazil,BRA,1992,Barcelona,Volleyball,Gold
16083,"Anthony Jude Joseph ""Tony"" Buck",M,27.0,180.0,97.0,Great Britain,GBR,1964,Tokyo,Wrestling,Gold
98565,Mohamed Ibrahim Ramadan,M,24.0,187.0,89.0,Egypt,EGY,2008,Beijing,Handball,Bronze
33112,Claudio Escauriza,M,26.0,179.0,82.0,Paraguay,PAR,1984,Los Angeles,Athletics,Silver
105494,Yelena Sergeyevna Sannikova,F,29.0,174.0,60.0,Belarus,BLR,2010,Vancouver,Cross Country Skiing,Bronze
25419,Natalie Rose Darwitz,F,26.0,160.0,65.0,United States,USA,2010,Vancouver,Ice Hockey,Silver
40689,Gerhard Gla,M,28.0,,,Germany,GER,1956,Cortina d'Ampezzo,Nordic Combined,Silver
95418,"Zachary Ilia ""Zac"" Plavsic",M,29.0,185.0,75.0,Canada,CAN,2012,London,Sailing,Gold
9127,Bailn Becerra,M,22.0,175.0,65.0,Bolivia,BOL,1988,Seoul,Cycling,Bronze
126478,Dossou Germain M. Vignissy,M,34.0,178.0,64.0,Benin,BEN,1988,Seoul,Athletics,Gold
84597,Edward Radcliffe Nash,M,23.0,,,Great Britain,GBR,1912,Stockholm,Equestrianism,Bronze
11958,John Vilhelm Bjrnstad,M,24.0,,,Kristiania Roklub-1,NOR,1912,Stockholm,Rowing,Silver
108374,Katja Seizinger (-Weber),F,19.0,171.0,64.0,Germany,GER,1992,Albertville,Alpine Skiing,Silver
94998,Prateep Pinitwong,F,26.0,164.0,64.0,Thailand,THA,1992,Barcelona,Judo,Gold
102485,Antnio Manuel Andrade Roquete,M,25.0,180.0,78.0,Portugal,POR,1980,Moskva,Judo,Silver
118978,Talita Marie Te Flan,F,21.0,176.0,63.0,Cote d'Ivoire,CIV,2016,,Swimming,Bronze
81959,Julio Moreno Johnstone,M,33.0,,,Chile,CHI,1936,Berlin,Fencing,Bronze
4718,Mrcio Appel,M,37.0,172.0,73.0,Brazil,BRA,2016,Rio de Janeiro,Equestrianism,Gold
31413,Rudolf Edinger,M,21.0,164.0,72.0,Austria,AUT,1924,Paris,Weightlifting,Gold
72947,Virginie Machado,F,16.0,152.0,42.0,France,FRA,1992,Barcelona,Gymnastics,Bronze
55557,Esa Antero Jokinen,M,22.0,192.0,87.5,Finland,FIN,1980,Moskva,Athletics,Bronze
44447,Jouni Tapani Haapakoski,M,27.0,178.0,74.0,Finland,FIN,1980,Moskva,Athletics,Gold
88473,Lawrence Junior I. O. Okolie,M,23.0,195.0,91.0,Great Britain,GBR,2016,Rio de Janeiro,Boxing,Silver
17538,Juan ngel Calzado de Castro,M,23.0,180.0,70.0,Spain,ESP,1960,Roma,Hockey,Silver
93844,Ulrich Peters,M,27.0,194.0,88.0,West Germany,FRG,1984,Los Angeles,Basketball,Gold
93877,Klaus Peter Petersen,M,21.0,182.0,70.0,Denmark,DEN,1972,Munich,Modern Pentathlon,Silver
60632,Sally Jepkosgei Kipyego,F,26.0,157.0,40.0,Kenya,KEN,2012,London,Athletics,Gold
125511,Emilia Vtoiu-Li,F,23.0,156.0,51.0,Romania,ROU,1956,Melbourne,Gymnastics,Silver
43022,Nadezhda Sergeyevna Grishayeva,F,23.0,195.0,82.0,Russia,RUS,2012,London,Basketball,Silver
52035,Peter Immesberger,M,28.0,176.0,100.0,West Germany,FRG,1988,Seoul,Weightlifting,Gold
36774,Mario Franke,M,24.0,170.0,62.0,Germany,GER,1992,Barcelona,Gymnastics,Silver
80373,Eruch Mistry,M,,,,India,IND,1948,London,Cycling,Gold
117217,Svatopluk Skora,M,35.0,176.0,70.0,Czechoslovakia,TCH,1960,Roma,Athletics,Bronze
111739,Milan kopek,M,21.0,193.0,91.0,Czechoslovakia,TCH,1980,Moskva,Rowing,Silver
115846,Lori Gail Strong (-Ballard),F,19.0,157.0,52.0,Canada,CAN,1992,Barcelona,Gymnastics,Gold
132854,Yeo Hong-Cheol,M,25.0,165.0,64.0,South Korea,KOR,1996,Atlanta,Gymnastics,Bronze
34632,Cherrelle Fennell,F,17.0,157.0,52.0,Great Britain,GBR,2004,,Gymnastics,Bronze
